190.018,-0.38,-19.00,409.0,1.53
190.100,-0.46,-22.99,409.0,1.53
190.182,-0.46,-22.99,409.0,1.53
190.264,-0.56,-28.09,409.0,1.53
190.346,-0.56,-28.09,409.0,1.53
190.428,-0.63,-31.64,409.0,1.53
190.510,-0.63,-31.64,409.0,1.53
190.592,-0.63,-31.64,409.0,1.53
190.674,-0.49,-24.68,409.0,1.53
190.756,-0.49,-24.68,409.0,1.53
190.838,-0.49,-24.68,409.0,1.53
190.920,-0.40,-19.86,409.0,1.53
191.002,-0.32,-16.11,409.0,1.53
191.084,-0.40,-20.14,409.0,1.53
191.166,-0.47,-23.62,409.0,1.53
191.248,-0.48,-24.20,409.0,1.53
191.330,-0.49,-24.48,409.0,1.53
191.412,-0.49,-24.48,409.0,1.53
191.494,-0.39,-19.38,409.0,1.53
191.576,-0.39,-19.38,409.0,1.53
191.658,-0.32,-15.83,409.0,1.53
191.740,-0.32,-15.83,409.0,1.53
191.822,-0.39,-19.34,409.0,1.53
191.904,-0.39,-19.34,409.0,1.53
191.986,-0.46,-23.17,409.0,1.53
192.068,-0.46,-23.17,409.0,1.53
192.150,-0.55,-27.44,409.0,1.53
192.232,-0.55,-27.44,409.0,1.53
192.314,-0.47,-23.41,409.0,1.53
192.396,-0.40,-19.93,409.0,1.53
192.478,-0.40,-20.00,409.0,1.53
192.560,-0.31,-15.73,409.0,1.53
192.642,-0.38,-19.17,409.0,1.53
192.724,-0.38,-19.17,409.0,1.53
192.806,-0.38,-19.17,409.0,1.53
192.888,-0.38,-19.17,409.0,1.53
192.970,-0.38,-19.17,409.0,1.53
193.052,-0.31,-15.66,409.0,1.53
193.134,-0.31,-15.66,409.0,1.53
193.216,-0.24,-11.84,409.0,1.53
193.298,-0.24,-11.84,409.0,1.53
193.380,-0.15,-07.57,409.0,1.53
193.462,-0.22,-11.22,409.0,1.53
193.544,-0.22,-11.22,409.0,1.53
193.626,-0.22,-11.22,409.0,1.53
193.708,-0.21,-10.70,409.0,1.53
193.790,-0.21,-10.70,409.0,1.53
193.872,-0.22,-11.05,409.0,1.53
194.036,-0.30,-14.80,409.0,1.53
194.118,-0.30,-14.80,409.0,1.53
194.200,-0.30,-14.80,409.0,1.53
194.282,-0.30,-14.80,409.0,1.53
194.364,-0.30,-14.80,409.0,1.53
194.446,-0.30,-14.80,409.0,1.53
194.528,-0.30,-14.80,409.0,1.53
194.610,-0.30,-14.80,409.0,1.53
194.692,-0.22,-11.15,409.0,1.53
194.774,-0.22,-11.15,409.0,1.53
194.856,-0.22,-11.15,409.0,1.53
194.938,-0.15,-7.50,409.0,1.53
195.020,-0.25,-12.56,409.0,1.53
195.102,-0.25,-12.73,409.0,1.53
195.184,-0.18,-08.98,409.0,1.53
195.266,-0.25,-12.46,409.0,1.53
195.348,-0.25,-12.46,409.0,1.53
195.430,-0.25,-12.46,409.0,1.53
195.512,-0.25,-12.46,409.0,1.53
195.594,-0.36,-17.76,409.0,1.53
195.676,-0.43,-21.55,409.0,1.53
195.758,-0.43,-21.55,409.0,1.53
195.840,-0.53,-26.40,409.0,1.53
195.922,-0.63,-31.40,409.0,1.53
196.004,-0.70,-34.94,409.0,1.53
196.086,-0.77,-38.42,409.0,1.53
196.168,-0.77,-38.42,409.0,1.53
196.250,-0.67,-33.36,409.0,1.53
196.332,-0.59,-29.40,409.0,1.53
196.414,-0.59,-29.40,409.0,1.53
196.496,-0.60,-30.16,409.0,1.53
196.578,-0.68,-33.84,409.0,1.53
196.660,-0.68,-33.84,409.0,1.53
196.742,-0.68,-33.84,409.0,1.53
196.824,-0.57,-28.54,409.0,1.53
196.906,-0.50,-24.75,409.0,1.53
196.988,-0.50,-24.75,409.0,1.53
197.152,-0.30,-14.90,409.0,1.53
197.316,-0.32,-15.94,409.0,1.53
197.398,-0.41,-20.38,409.0,1.53
197.480,-0.41,-20.38,409.0,1.53
197.562,-0.48,-23.99,409.0,1.53
197.644,-0.56,-28.09,409.0,1.53
197.726,-0.57,-28.68,409.0,1.53
197.808,-0.58,-29.02,409.0,1.53
197.890,-0.68,-34.12,409.0,1.53
197.972,-0.68,-34.12,409.0,1.53
198.054,-0.77,-38.73,409.0,1.53
198.136,-0.87,-43.59,409.0,1.53
198.218,-0.96,-47.93,409.0,1.53
198.300,-1.10,-54.99,409.0,1.53
198.382,-1.17,-58.50,409.0,1.53
198.464,-1.18,-59.22,409.0,1.53
198.546,-1.09,-54.51,409.0,1.53
198.628,-1.00,-50.06,409.0,1.53
198.710,-1.00,-50.06,409.0,1.53
198.792,-0.93,-46.45,409.0,1.53
198.874,-0.93,-46.65,409.0,1.53
198.956,-0.98,-49.00,409.0,1.53
199.038,-1.00,-49.79,409.0,1.53
199.120,-0.98,-48.89,409.0,1.53
199.202,-1.05,-52.65,409.0,1.53
199.284,-1.09,-54.40,409.0,1.53
199.366,-1.15,-57.47,409.0,1.53
199.448,-1.19,-59.33,409.0,1.53
199.530,-1.13,-56.74,409.0,1.53
199.612,-1.06,-53.23,409.0,1.53
199.694,-1.08,-53.78,409.0,1.53
199.776,-1.15,-57.71,409.0,1.53
199.858,-1.24,-61.84,409.0,1.53
199.940,-1.37,-68.63,409.0,1.53
200.022,-1.46,-72.76,409.0,1.53
200.104,-1.37,-68.45,409.0,1.53
200.186,-1.33,-66.63,409.0,1.53
200.268,-1.33,-66.42,409.0,1.53
200.350,-1.36,-67.83,409.0,1.53
200.432,-1.28,-64.08,409.0,1.53
200.514,-1.27,-63.39,409.0,1.53
200.596,-1.11,-55.47,409.0,1.53
200.678,-0.99,-49.27,409.0,1.53
200.760,-1.06,-53.16,409.0,1.53
200.842,-1.13,-56.54,409.0,1.53
200.924,-1.17,-58.47,409.0,1.53
201.006,-1.19,-59.40,409.0,1.53
201.088,-1.18,-59.22,409.0,1.53
201.170,-1.17,-58.64,409.0,1.53
201.252,-1.22,-60.84,409.0,1.53
201.334,-1.30,-65.15,409.0,1.53
201.416,-1.34,-67.18,409.0,1.53
201.498,-1.34,-66.87,409.0,1.53
201.580,-1.23,-61.26,409.0,1.53
201.662,-1.30,-64.84,409.0,1.53
201.744,-1.18,-59.15,409.0,1.53
201.826,-1.18,-59.15,409.0,1.53
201.908,-1.32,-66.25,409.0,1.53
201.990,-1.31,-65.56,409.0,1.53
202.072,-1.40,-69.93,409.0,1.53
202.154,-1.45,-72.31,409.0,1.53
202.236,-1.60,-79.82,409.0,1.53
202.318,-1.52,-75.86,409.0,1.53
202.400,-1.39,-69.66,409.0,1.53
202.482,-1.27,-63.32,409.0,1.53
202.564,-1.18,-59.02,409.0,1.53
202.646,-1.03,-51.65,409.0,1.53
202.728,-0.95,-47.34,409.0,1.53
202.810,-1.07,-53.71,409.0,1.53
202.892,-1.25,-62.74,409.0,1.53
202.974,-1.45,-72.31,409.0,1.53
203.056,-1.51,-75.65,409.0,1.53
203.138,-1.37,-68.56,409.0,1.53
203.220,-1.33,-66.46,409.0,1.53
203.302,-1.17,-58.71,409.0,1.53
203.384,-1.00,-49.79,409.0,1.53
203.466,-0.67,-33.43,409.0,1.53
203.548,-0.67,-33.43,409.0,1.53
203.630,-0.77,-38.29,409.0,1.53
203.712,-0.85,-42.69,409.0,1.53
203.794,-1.00,-49.99,409.0,1.53
203.876,-1.00,-49.99,409.0,1.53
203.958,-1.08,-54.09,409.0,1.53
204.040,-1.04,-51.99,409.0,1.53
204.122,-0.89,-44.45,409.0,1.53
204.204,-0.78,-39.22,409.0,1.53
204.286,-0.79,-39.39,409.0,1.53
204.368,-0.79,-39.39,409.0,1.53
204.450,-0.78,-38.94,409.0,1.53
204.532,-0.78,-38.94,409.0,1.53
204.614,-0.85,-42.62,409.0,1.53
204.696,-0.93,-46.62,409.0,1.53
204.778,-1.01,-50.65,409.0,1.53
204.860,-0.92,-45.79,409.0,1.53
204.942,-0.83,-41.39,409.0,1.53
205.024,-0.68,-34.08,409.0,1.53
205.106,-0.75,-37.49,409.0,1.53
205.188,-0.74,-37.18,409.0,1.53
205.270,-0.73,-36.32,409.0,1.53
205.352,-0.63,-31.26,409.0,1.53
205.434,-0.67,-33.33,409.0,1.53
205.516,-0.68,-33.77,409.0,1.53
205.598,-0.68,-33.77,409.0,1.53
205.680,-0.57,-28.64,409.0,1.53
205.762,-0.57,-28.64,409.0,1.53
205.844,-0.68,-33.88,409.0,1.53
205.926,-0.82,-41.25,409.0,1.53
206.008,-0.89,-44.59,409.0,1.53
206.090,-1.07,-53.37,409.0,1.53
206.172,-1.22,-60.88,409.0,1.53
206.254,-1.22,-60.88,409.0,1.53
206.336,-1.15,-57.47,409.0,1.53
206.418,-1.07,-53.68,409.0,1.53
206.500,-0.90,-44.86,409.0,1.53
